GeneID	Expression
b1976	True
b4376	True
b2557	True
b0802	True
b0494	True
b1890	True
b2753	True
b0902	True
b2390	True
b2466	True
b3306	True
b1261	True
b3666	True
b2106	True
b0911	False
b4554	True
b1794	True
b2281	True
b1824	True
b4613	True
b0865	True
b2288	True
b1687	True
b3983	False
b1562	True
b3931	True
b2028	True
b1044	True
b1599	True
b0058	True
b4114	True
b1856	True
b3987	False
b1475	True
b2056	True
b3308	True
b3307	False
b4034	True
b3783	True
b2936	True
b3870	True
b0864	True
b1639	True
b0903	True
b2579	True
b3340	False
b2047	True
b3546	True
b2007	True
b0019	True
b2712	True
b4024	True
b3404	True
b2343	True
b2210	True
b4595	True
b0794	True
b2607	False
b4043	False
b1061	True
b3161	True
b1823	True
b1676	False
b2094	True
b3358	True
b1274	False
b3398	True
b2797	True
b3310	False
b2608	False
b1612	True
b3654	True
b0412	True
b2964	True
b0792	True
b1611	True
b3350	True
b2605	True
b3911	False
b1586	True
b2185	False
gltW	True
b1482	True
b4028	True
b2499	True
b4006	True
b3602	True
b1584	False
b3184	True
b1191	True
b1262	True
b1095	False
b3492	False
b3527	False
b1206	True
b1678	True
b3383	True
b2905	True
b1777	True
b1729	True
b1583	True
b1201	True
b0452	False
b1136	True
b2741	False
b2926	False
b0742	False
b3943	True
b2463	True
b0764	True
b0010	True
b3236	True
b3813	False
b1742	True
b3179	False
b3748	True
b0545	True
b0356	False
b0810	True
b3730	False
b1322	True
rrsB	True
b0735	True
b1861	False
b3183	True
b3496	False
b3092	True
b4255	False
b3672	True
b2157	True
b0741	False
b4289	True
b1654	False
b1430	True
b4069	True
b4201	False
b4663	True
b3552	True
b0954	False
b0949	False
b1779	False
b4203	False
b4027	True
gltU	True
b3225	True
b2077	True
b1598	True
b3961	False
b0495	True
b2086	True
b0641	False
b1451	True
b1089	False
b2711	True
b3670	True
b1474	True
b0124	True
b0423	False
b0791	True
b2214	False
b1843	True
b4271	True
b0378	True
b1778	True
b1782	False
b0546	True
b3686	True
b4173	False
b3415	True
b3888	True
b0376	True
b2537	True
b3829	True
b4287	True
b4479	True
b4476	True
b4288	True
b0064	True
b0432	True
b0765	False
b1797	True
b4035	True
b4058	True
b4020	True
b4375	False
b1541	True
b2277	True
b0066	True
b3962	True
b0522	True
b4482	True
b0059	False
b2552	True
b4232	False
b2997	True
b0565	True
b2749	True
b4290	True
b0377	True
b0355	False
b1476	True
b0170	False
b2676	True
b1882	True
b3041	True
b0431	True
b4180	False
b3312	True
b3891	False
b4383	False
b2235	True
b2046	True
b0795	True
b3298	False
b1854	False
b2081	True
b1483	True
b3816	False
b0479	True
b3230	False
b1115	True
b4166	False
b3498	False
b2498	True
b1635	False
b1379	True
b0169	False
b0799	False
b2430	True
b0797	True
b1194	True
b2051	True
b3468	True
b0605	True
b0118	True
b0890	False
b2278	True
b1530	True
metY	False
b0631	True
b2603	False
b2280	True
b3738	False
b3741	False
b0120	False
b0598	True
b3338	False
b2647	True
b3860	True
b2218	False
b2432	False
b4312	True
b0462	False
b2388	False
b0736	False
b0162	True
b4179	True
b2833	True
b1092	False
b1831	False
b2058	True
b3740	False
b1702	True
b3942	True
b2181	True
b1949	True
b0313	True
b2107	True
b0847	False
b0401	False
b3405	True
b2054	True
b3309	False
b1900	True
b1566	True
b0427	False
b4392	False
b1520	True
b3894	True
b0429	True
gcvB	True
b3400	True
b2839	True
b3106	True
b2215	True
b0436	False
b1867	True
b4340	True
b2904	True
b1564	True
b1334	False
b1424	False
b1324	True
b0121	False
b0483	True
b0589	True
gltV	True
b0732	True
b2045	True
b0846	True
b1330	False
b3847	False
b1329	False
b1200	True
b1116	False
b0678	True
b2609	False
leuX	True
b3299	False
b0430	True
b0391	True
b2810	False
b4174	False
b3938	False
b3110	True
b0912	False
b3470	True
b2675	True
b0523	True
b1117	False
b0016	True
b3819	False
b0921	False
b2125	True
b1260	False
b0221	True
b3873	True
b0793	True
b3101	True
b0312	True
b1118	False
b3845	True
b1446	False
b2899	True
b2070	True
b2141	True
b0767	False
b3067	False
b0787	True
b1491	False
b3995	True
b3912	False
b2279	True
b3213	False
rnpB	False
b1887	True
b1962	False
b3937	False
b3359	True
b1780	False
serV	True
b0469	False
b0700	True
b3417	True
b4492	False
b4065	False
b3636	False
b4115	True
b3186	False
b4321	True
b3038	False
b1065	True
b4495	True
b1226	True
b3076	True
rrsG	True
b2929	False
b1717	False
b3893	True
b1381	False
b2061	True
b1685	True
b0030	True
b1825	False
b3266	False
b0760	False
b4005	False
b0226	True
b0568	False
b4000	False
b0829	False
b1264	True
b1766	False
b1732	True
b0171	False
b1552	True
b2604	False
b4568	True
b2827	False
b3366	True
b1642	False
b0809	True
b2476	False
b1271	False
b1634	False
glmZ	True
b1799	True
b4575	False
b0800	False
b0844	False
b1623	False
b2017	True
b3231	False
b1863	False
b0569	True
b0863	True
b3892	True
b2606	False
b3169	False
b3433	False
b2150	True
b4460	True
b2324	False
b0904	True
b2566	False
b0653	True
b0861	True
b4350	False
b0610	False
b3687	True
b3351	True
b4242	False
b2742	False
b1804	False
b1227	True
b2253	True
b0224	False
b2213	False
b0814	False
b1102	True
b1531	False
b1718	False
b0357	False
b1534	True
b0660	False
b0426	False
b2234	False
b2821	False
b2828	False
b0428	True
b0889	False
b3553	False
b1860	False
b0067	True
b3163	False
b3986	False
b3476	True
b3866	False
b3244	False
b4154	False
b0677	False
b3714	False
b4200	False
b3985	False
b0654	True
b3185	False
b1263	True
b4214	False
b3835	False
b1114	False
b1481	True
b2206	True
b0211	False
b2313	False
b3375	False
b3469	False
b1255	False
b2865	False
b2276	False
b4493	False
b2480	False
b4113	True
b0492	False
b3093	False
b2175	False
b0607	False
b3224	True
b3701	False
b2572	False
b1716	False
b3347	False
b1971	True
b2252	True
b0175	False
b0591	True
b0489	False
b3219	True
b2586	False
b1091	False
b3234	False
b1093	False
b2562	True
b4001	False
b2093	True
b3648	False
b1059	False
b3091	True
b1288	False
b3535	True
b2479	False
b1223	True
b1086	False
b1414	False
b1047	False
b1868	False
b4159	False
b2507	False
b3820	True
b4553	True
b2628	False
b0862	True
b1000	False
b3710	False
b3240	True
b4703	True
b1713	False
b3635	False
b4219	False
b3811	False
b2425	True
b1272	False
b2414	False
b1015	False
b2523	False
b0593	True
b3401	False
b2171	False
b0346	True
b2733	False
b3729	False
b0464	False
b0987	True
b4580	False
b3617	False
b2837	False
b3477	True
valZ	False
b0953	False
b1184	True
b2923	False
omrB	True
gltT	True
b3646	True
b1853	False
b2344	False
b2559	False
b3341	False
b0597	True
b3487	False
b2097	True
b4063	True
b2996	True
b3557	False
b1519	True
b0981	False
b3793	False
b2517	False
b2817	False
b2508	False
b3810	False
b0699	True
b0739	False
b2509	False
b1561	False
b3241	True
b0311	False
b1303	True
b1090	False
b2682	False
b4606	True
b4314	True
b1796	True
b1087	False
b3612	False
b1242	False
b0187	True
b0819	False
b2573	False
valT	False
b2781	False
b2927	False
b2500	False
b2217	False
b3608	False
b4313	True
lysT	False
b1304	False
b3070	True
b0072	False
b1870	False
b1842	False
b2493	False
b3127	True
b1521	True
b1761	False
b1344	False
lysW	True
b0433	False
b1043	True
b4740	False
b2290	False
b1610	False
b4036	True
b1020	True
b1567	True
b0642	False
b0586	True
b4323	False
b3129	True
argV	False
b3812	False
b3325	False
b1202	False
b2312	False
b1062	False
b2465	True
b0268	True
b3673	False
b0098	False
b0068	False
b2578	True
b1908	False
serU	True
b1838	True
b3037	False
b2389	False
b1450	True
b2289	False
b3764	False
b1024	True
b3702	False
b4331	False
b4092	True
b0172	False
b3039	False
b1776	True
b2937	False
b1432	False
b1810	True
b3357	False
b3622	False
b2431	False
b0588	True
b3348	False
b3332	True
b2834	False
b1570	False
b0526	False
b3862	False
b0798	True
b0396	False
b1629	False
b1210	False
b2532	False
b3013	True
b0788	True
b3243	False
b1397	True
b2504	True
b3232	False
b3342	False
b4291	True
b1982	False
b4393	False
mcaS	False
b4202	False
b3388	False
b2666	True
b4498	False
b0158	False
b0587	True
b0564	True
b1224	True
b3460	False
b4322	False
b1781	False
b0910	False
b3074	True
b1376	False
b2994	False
b2988	False
b3898	True
b2673	True
b3536	False
b3989	False
leuZ	True
b0773	False
b3908	True
b4315	True
b1198	False
b1605	False
b0176	False
b2969	False
b3267	True
b2838	False
b1631	False
b3708	True
b4316	True
b3956	False
b0894	True
b3024	False
b1540	False
b1973	True
b4051	False
b0652	False
b3616	False
b4133	False
b1292	False
b0168	False
b3994	False
b4090	True
ssrS	True
b1332	False
b0174	False
b0354	False
b2176	False
b1715	True
b1994	True
b3529	False
b2078	False
b4324	False
b0948	False
b2570	False
b4045	False
b1872	False
lysY	True
b2307	True
b0159	False
b3615	False
b4317	True
b1037	True
ileT	True
b0680	False
b3259	False
b2249	False
b3957	False
b1225	True
b0992	False
b4040	False
b1023	True
b1256	True
b2912	False
b0860	True
b0209	False
b3592	True
b3164	False
b3159	True
b2219	True
b3885	False
b0685	False
b1871	False
b1837	False
b3693	True
b3644	False
b2136	False
b2341	False
b4357	True
b4453	False
b2567	False
b1849	False
b0381	False
b1645	False
b0804	True
b1542	True
b3558	True
b1205	True
b1708	False
b4687	True
b0984	False
b3105	False
b3936	False
b2571	False
b0372	True
thrT	False
b1978	False
b1712	False
b4470	True
b3102	False
b2216	False
b3242	True
b0460	False
b0592	False
b0661	False
b4207	False
b1560	False
b2477	False
b2737	False
b2300	False
b2190	False
b4318	True
b0465	False
b3440	False
b2809	False
b2585	False
b0908	False
b0951	False
b2681	False
b4352	False
b1339	False
b3792	False
b4172	False
b2422	True
b3765	False
b2172	False
b1704	False
b1293	False
b3237	False
b0397	False
b0812	True
b0926	False
b2702	True
b1543	True
b0899	True
b1633	False
lysZ	False
b4377	False
b4041	False
b4033	True
b3085	False
b0711	False
b1894	True
b3107	True
b1606	False
b1384	True
b3078	True
b3711	False
b2581	False
b3361	True
b2186	False
b3674	False
b1795	True
b0738	False
b1593	False
b3367	True
b0590	True
b0208	False
b0039	False
b0774	False
b4480	False
b1273	False
b2783	False
b2113	False
b0655	False
b1199	False
b1930	True
omrA	True
b2703	True
b1002	True
b3896	True
b3556	False
b2683	False
b3207	False
b2254	True
b2576	False
b1864	False
b4226	False
b2044	False
b2819	False
b4378	False
b2251	True
b4320	True
b3158	True
b2685	False
b1928	False
b2239	False
b4122	False
b3886	False
b1133	False
b3887	False
b4112	False
b2165	True
b2513	False
b1277	False
b3848	False
b4469	False
sdsR	False
b0577	False
b2180	False
b3056	False
rdlD	False
b1821	True
b3685	False
b3409	False
b0924	False
b3806	False
b0805	True
b4178	False
b2729	False
b3967	False
b0710	False
b4481	False
ryeA	False
b0930	False
b1181	False
b0952	False
b4319	True
b1110	False
b3650	False
b2511	False
b3922	False
b1601	True
b3453	True
b3291	False
b3928	False
b3982	False
b2705	True
b0287	False
b3997	False
b0461	False
b1281	False
b2928	False
b0594	True
b1862	False
b2674	True
b0487	False
b2896	False
b1128	False
b0420	False
b0681	True
b3439	False
b4328	False
b3424	False
b0153	False
b0658	False
b4547	False
b0993	False
b2805	False
b2427	True
b1236	False
b4272	True
b4136	False
b1628	False
b0324	False
b1221	False
b0344	True
b0818	False
b0454	False
b1658	False
b3706	False
b0056	False
b2423	True
argZ	False
b2311	False
b0185	False
b2154	False
b3867	False
b1876	False
b2845	False
b1248	False
b2332	False
b3208	False
b4056	False
b0188	False
b2906	False
b0048	False
b1770	True
b3613	False
b1064	False
b2843	True
b1822	False
b0468	False
b3941	False
b1436	False
b2522	False
b0177	False
b3082	False
b0957	False
b1480	True
b0914	False
b4598	True
b0834	False
b0194	False
b0503	False
b0950	False
b2916	False
b2364	True
b4052	False
b3165	False
b1142	True
b3130	False
b2942	False
b3958	False
b0524	False
b2688	False
b0199	False
b3832	False
b2298	True
b3065	False
b3181	False
b1250	False
b1851	False
b2317	False
b3895	False
b0709	False
b2755	False
b3699	False
b0830	False
b0263	True
b2435	False
b3414	False
b1129	False
b4261	False
b1251	False
b3339	False
b0232	False
b1186	False
b3403	False
b4466	False
b0173	False
b1297	False
b0632	False
b1916	False
b4108	False
b2614	False
b0915	False
b3009	False
b3334	True
b3043	True
b1214	False
b3090	False
b4516	True
b0107	False
b3623	False
b4144	False
b4023	False
b0688	False
b2897	False
b0963	False
b2473	False
b0119	False
b2951	False
b3849	False
b0438	False
b3397	False
b2016	False
b2534	False
b4494	True
b1664	False
b1054	False
b0717	True
b1832	False
b3601	True
b1640	False
b2983	False
b3618	False
b3625	False
b1532	False
b3539	False
b1751	True
b4046	False
b1287	False
b2378	False
b0674	False
b0009	False
b1958	False
b0089	False
b1183	True
b3668	False
b0052	False
b0595	True
b2424	True
b1166	True
b1590	False
b3777	True
b0131	False
argQ	False
b0621	False
b3825	False
b1222	False
b1512	True
b1809	False
b3826	False
rydB	True
b1750	True
b2236	False
b3649	False
b1533	False
b0023	False
b2308	False
b3874	True
b3737	False
b3448	False
b1961	False
b2314	False
b1247	False
b1049	False
b1603	False
b4148	False
b2895	False
b0130	False
b3774	False
b0459	False
b4388	False
b3387	False
b1167	True
b1439	False
b1108	False
b3071	False
b0126	False
b4475	False
b3279	False
b0559	True
b3073	False
b0032	False
b2527	False
b0493	False
b1445	False
argY	False
b0872	True
b3965	False
b2723	True
b2751	False
b2629	True
b2630	False
b1505	True
b4160	False
b1063	False
b1246	False
b3795	False
b0047	False
b1869	False
b3739	False
b3380	True
b4067	False
b0676	False
b1618	False
b3053	False
b0167	False
b0985	True
b0225	False
b1596	False
b1614	False
b0869	False
b2526	False
b0080	False
b1162	False
b1739	False
b4511	True
b2965	False
b2208	False
b3195	False
b0881	False
b0152	False
b4396	False
b0484	False
b1656	False
b1760	False
b0451	False
b2940	False
b3497	False
b1234	False
b2265	False
b0280	False
b2963	False
b2089	False
b3872	False
b2536	False
b2811	False
rrlD	True
b2995	False
b2472	False
lysQ	False
b3655	False
b2524	False
b1919	False
b0905	False
b3782	False
b0031	False
b4206	False
b1865	False
b1398	False
b4685	False
b1632	False
b3226	False
b4672	True
b3150	False
b4243	False
b0877	False
b2798	False
b1120	False
b2068	False
b2669	False
b1592	False
b0482	False
b3223	True
b0820	False
b1626	False
b2010	False
b3522	False
b3222	True
b3778	False
b4371	False
b1399	False
b1759	False
b2697	False
b4723	False
b2188	False
b1328	False
b1754	False
b1237	False
b3915	False
b3980	False
b0184	False
b1808	False
b0413	False
b3432	False
b4573	False
b0033	False
b2577	False
tyrU	False
b2832	False
b3473	False
b0580	False
b0166	False
b2535	False
b4295	False
b4732	True
b0603	True
b0084	False
b4372	False
b1557	False
b2354	True
b4384	False
b0712	False
b0488	False
b3256	False
b2120	False
b2795	False
b3585	False
glyX	False
b2820	False
b3742	False
sraB	False
b0619	False
b3212	False
b0854	False
b2735	False
b0596	True
b1156	True
b0836	False
b2910	False
b4245	False
b4535	True
b2331	False
b3554	False
b2955	False
b3747	False
b1174	False
b1254	False
b1757	False
b0472	False
b0073	False
b3844	False
b2721	False
b0310	True
b2642	True
b3638	False
b2340	False
b1790	False
b1918	False
b4551	False
sokB	False
b3502	False
b1243	False
b2722	True
b2464	False
b3722	False
b0999	False
tff	False
b2140	False
b2494	False
b0109	False
b4566	True
b3172	True
b1099	False
b0145	False
b1866	False
b2782	False
b0828	False
b1195	True
b4117	False
b0879	False
b0421	False
b2204	False
b0222	False
b4332	False
b3479	True
b4550	False
b0888	False
b2622	False
b4184	True
b1981	False
b1177	False
b2822	False
b3410	False
b3944	False
b2418	False
b0831	False
b3667	False
glnV	False
b3381	True
glyT	False
b1722	False
b2409	False
b0005	False
b2764	False
b1811	False
b1841	False
b3238	False
b1275	False
b2670	False
b2801	True
b1814	False
b0657	False
b2846	True
b0160	False
b3734	False
b3803	False
b3920	False
b0223	False
b3791	False
b4539	False
b3052	False
b3923	False
b2066	False
b2067	False
b2560	False
b0281	False
b3194	False
b1022	True
b2550	False
rrlH	False
b0129	False
b1438	False
b1452	True
b4584	False
b2757	True
leuT	False
b1650	False
b2600	False
b3228	False
b1764	False
b4015	False
b1298	False
b0822	False
b1097	False
b2137	False
b0217	False
b3399	False
b2152	False
b4054	False
b0024	False
b1714	False
b0851	False
b0157	False
b0439	False
b2944	False
b3836	False
b0198	False
b2043	False
b4421	False
b2539	False
b2752	False
b4153	False
b3640	False
b1096	False
b0606	False
b1830	False
b3040	False
b2531	False
b0399	False
b1786	False
b3406	False
b0213	False
b3586	False
b3382	False
b4053	False
b3423	False
b1929	False
b2098	False
b0885	False
b1325	False
b0571	False
b1137	False
b1834	False
b1098	False
b1233	False
b0998	False
b2132	False
b2519	False
b3020	False
b1690	False
b1907	False
b0506	False
b2079	False
b2779	False
b3526	False
b1607	False
b3520	False
b3491	False
b3083	False
b2748	False
b4523	False
b1127	False
b3343	False
b3441	False
b2881	False
b0941	False
b0149	False
b2212	False
b3538	False
b1134	False
b3289	False
b3805	False
b0088	False
b2320	False
rrsH	False
b3626	False
b2108	False
sokC	False
b4161	False
b4086	False
b2352	False
b0687	False
b3559	False
b1953	False
b2941	False
b3518	False
b0815	False
b0737	False
b4497	False
b0880	False
b3993	False
b3959	False
b1913	False
b2273	False
b3486	False
b3607	False
b2262	False
ileX	False
b1178	False
b1291	False
b4748	False
b0584	False
b0702	False
b2890	False
b3211	False
b2021	False
b4256	False
b0327	False
b2738	False
b0154	False
b1130	False
b0560	False
b3021	False
b2122	False
b3198	False
b4147	False
b0585	False
agrB	False
b1453	False
b4012	False
b3427	False
b2776	False
b2891	False
b0638	False
b4380	False
b4602	False
b2551	False
b4150	False
b4185	False
b0841	False
b3051	False
b1693	False
b0675	False
b0913	False
b3645	False
b2543	False
b1805	False
b1858	False
b1741	False
b1706	False
b4389	False
b1193	False
b0288	False
b3733	False
b3540	False
b2898	False
b4220	False
b1165	False
b2602	False
b2957	False
b0125	False
b2143	False
b1084	False
b1461	False
b2264	False
b2325	False
b1337	False
b1119	False
b2006	False
b2792	False
b2863	False
b4182	False
b4567	False
b4264	False
b1525	False
b2921	False
b0983	False
b2830	False
b3152	False
b4557	False
b0021	False
b0967	False
b1420	False
b1959	False
b1477	False
b1828	False
b4204	False
b3034	False
b3947	False
b0038	False
b1957	False
b3642	False
b4123	False
b2686	False
b3566	False
b3205	False
b4296	False
b3868	False
b2739	False
b0768	False
b4238	False
b1636	False
b0835	False
b3288	False
b3735	False
b4081	False
b1310	False
b1707	False
b2954	False
b4025	False
b2379	False
tyrV	False
b4589	False
b3565	False
b0859	False
b0195	False
b4702	False
b2791	False
b3444	False
b2112	False
b0622	False
b1302	False
b4670	False
b3609	False
b3865	False
b1972	False
b2160	False
b4532	False
b4013	False
b2121	False
b2939	False
b4308	False
b4334	False
b2399	False
b0422	False
b1956	False
b4360	False
b1755	False
b3063	False
b1284	False
b3209	False
b0071	False
b1244	False
b1748	False
b3544	False
b2538	False
b0261	False
b4078	False
b3475	False
b3170	False
b3263	False
b2981	False
b0110	False
b0762	False
b4079	False
b2013	False
b3871	False
b0300	False
b2716	False
b2339	False
b0838	False
b0525	False
b1132	False
b0684	False
b0803	False
b2569	False
b2631	False
b2202	False
b2724	False
b0434	False
b3081	False
b2610	False
b1307	False
b0649	False
b4149	False
b2520	False
b0037	False
b1793	False
b3909	False
oxyS	False
b1728	False
b4298	False
b2938	False
b3131	False
b2155	False
b0964	False
b4210	False
b3265	False
b4096	False
b3548	False
b0117	False
b4362	False
b0650	False
b3438	False
b0375	False
b2433	False
serT	False
b0230	False
dsrA	False
b1413	False
b4212	False
b2789	False
b3981	False
micF	False
b4286	False
b0874	False
b2529	False
b0402	False
b2173	False
b1218	False
b2627	False
b2360	False
alaU	False
b1385	False
b1559	False
b3532	False
b2291	False
b0562	False
b0325	False
b1320	False
leuV	False
b2993	False
b2272	False
b4409	False
b3478	False
b4730	False
b0772	False
b0692	False
b1535	False
b3182	False
b2842	False
b1917	False
b0179	False
b1296	False
b0620	False
b2293	False
b4233	False
b3727	False
b2785	False
b4188	False
b1689	False
b0960	False
b2665	False
b2151	False
b4477	False
b4501	False
rybA	False
b3838	False
b0639	False
b2847	False
b4141	False
b1124	False
b0944	False
b0990	False
b2528	False
b3719	False
b4003	False
b0932	False
b2763	False
b0583	False
b0796	False
b3451	False
b2294	False
b2292	False
b0104	False
ryjA	False
b0070	False
b1538	False
b3620	False
b3916	False
b0517	False
b3736	False
b0233	False
b2380	False
b3426	False
b3964	False
b4686	False
b2119	False
b2747	False
b2497	False
b2194	False
b3717	False
b1798	False
b0044	False
b0946	False
b2161	False
b2491	False
b2441	False
b4211	False
b2400	False
b3196	False
b1048	False
b3287	False
b0786	False
b4118	False
b2561	False
b3715	False
b0409	False
b1106	False
b1290	False
b0856	False
b3681	False
b0558	False
b2305	False
b2398	False
b0443	False
b3933	False
b3523	False
b0988	False
b3754	False
b3990	False
b3087	False
b2835	False
b2166	False
b3425	False
b1688	False
b4569	False
b3022	False
b0833	False
b2022	False
b2619	False
b3824	False
b2009	False
b2708	False
b2375	False
b0074	False
b0406	False
rrlE	False
b3391	False
b2701	False
b0840	False
b1630	False
b2205	False
b1211	False
b3766	False
b3966	False
b0112	False
b3919	False
b1232	False
b2907	False
b2962	False
b0382	False
b3465	False
b0867	False
b1427	False
b3233	False
b1333	False
b0537	False
b0972	False
b4151	False
b3823	False
b2625	False
b0527	False
b1276	False
b4500	False
b2275	False
b2306	False
b2478	False
b3973	False
b4756	False
b3627	False
b0843	False
b3464	False
b2342	False
rydC	False
b4455	False
b2525	False
b1835	False
b4657	False
b1107	False
b3077	False
b3624	False
b4680	False
b4205	False
b2024	False
b2766	False
b3028	False
glyV	False
b0148	False
b1294	False
b3830	False
b0301	False
b4169	False
b0474	False
b1204	False
b3322	False
b0049	False
b3066	False
b1278	False
b2720	False
b0282	False
b3784	False
b3290	False
b4297	False
b1967	False
b2230	False
b0870	False
b3331	False
b2804	False
b0961	False
b4571	False
b1952	False
b3790	False
b3459	False
b0055	False
b3369	False
csrC	False
b0143	False
b1164	False
b3210	False
b0629	False
b0385	False
b1140	False
b1536	False
b1895	False
b2102	False
b2877	False
b3250	False
b0689	False
b4127	False
b2758	False
selC	False
b2687	False
b4135	False
b0292	False
b0637	False
b2115	False
b3632	False
b0542	False
b4244	False
b0394	False
b1662	False
b3998	False
b3324	False
b2330	False
b4252	False
b2232	False
b1125	False
b2468	False
b1852	False
b1682	False
b2001	False
b4623	False
b4049	False
b2704	False
b4237	False
b0980	False
b4688	False
b0775	False
b0002	False
b1595	False
b1267	False
b3972	False
b3147	False
b1492	False
b4260	False
b4032	False
b3662	False
b3595	False
b2987	False
b1875	False
b2878	False
b2959	False
b0624	False
b3746	False
b0567	False
b3794	False
b3606	False
b3452	False
b1463	False
b4394	False
b2732	False
b3176	False
b1652	False
b3705	False
b0424	False
b4121	False
b3551	False
b1585	False
b4262	False
b2643	False
b0927	False
b1306	False
b1094	False
b0103	False
b4002	False
b2412	False
b3214	False
b2780	False
b0456	False
b1737	False
b1677	False
rrsC	False
b3149	False
b0022	False
b3731	False
b0266	False
b0582	False
b2620	False
b0265	False
b0576	False
glyY	False
b1085	False
b2886	False
b4543	False
b2565	False
b3177	False
b3333	False
b1009	False
b0761	False
b2018	False
b4050	False
b0393	False
b4594	False
b2502	False
b0234	False
b2892	False
b2909	False
b3521	False
b4125	False
b3197	False
b4361	False
b2633	False
b3743	False
b1775	False
b3030	False
b4129	False
b3834	False
b4259	False
b4186	False
b1447	False
b3018	False
b0034	False
b2554	False
b0871	False
b2894	False
b4502	False
b0616	False
b3500	False
b2836	False
b1418	False
b0447	False
b2193	False
b1931	False
b0106	False
b2505	False
b4234	False
b3178	False
b4061	False
b1789	False
b3141	False
b2118	False
b4120	False
b0801	False
b3704	False
b1617	False
b1305	False
b0087	False
b1503	False
b4037	False
b2533	False
b3058	False
b0360	False
b3346	False
b3443	False
b4175	False
b0922	False
b1021	False
b2638	False
b1565	False
b3001	False
b2794	False
b2725	False
b1526	False
b1309	False
b4678	False
b1431	False
b0132	False
b0512	False
b1468	False
b1679	False
b1731	False
b1649	False
b2187	False
b0986	False
b3781	False
b0008	False
